AAII_YR_DATA,07/31/2019,07/31/2018,07/31/2017,07/31/2016,07/31/2015,07/31/2014
Capital_Expenditures,1.5,1.7,1.5,1.0,0.9,0.8
Cash_from_Operations,0.1,0.3,-0.1,1.8,2.3,0.8
Diluted_EPS,-0.332,-0.159,-0.065,0.106,0.053,-0.019
Goodwill_Intangibles,2.3,2.4,2.5,2.4,2.4,3.2
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-3.3,-1.6,-0.6,1.0,0.4,-0.1
Revenue,8.8,10.8,10.0,11.1,9.1,6.5
Shares_Diluted,10.083,9.803,9.467,9.279,7.6763,7.6763
Total_Assets,9.0,11.7,12.5,12.4,8.4,7.0
Total_Liabilities,2.0,1.7,1.9,1.8,1.8,1.4
