AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.6,0.5,1.1,0.9,1.0,1.9,1.3,0.9,0.8
Cash_from_Operations,-16.5,-16.3,-16.7,-13.2,-16.6,-22.2,-19.2,-13.0,-11.8
Diluted_EPS,-2.472,-4.51,-7.598,-8.967,-26.837,-54.909,-75.441,-39.24,-2.1069999999999998
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,9.1,13.1,11.4,15.4,10.5,13.4,16.2,18.4,9.2
Net_Income,-17.1,-20.9,-19.3,-16.5,-19.0,-26.0,-22.7,-17.6,-14.2
Revenue,8.9,8.5,19.2,21.5,14.8,5.1,4.0,3.3,2.2
Shares_Diluted,6.9361,4.6279,2.54,1.8349,0.7065,0.4742,0.3012,0.449,6.7346
Total_Assets,30.5,35.2,45.1,43.8,21.3,18.5,39.4,8.7,4.4
Total_Liabilities,20.1,20.7,21.1,22.7,24.3,24.0,22.5,22.5,11.8
