AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.7,7.7,2.8,1.8,3.2,1.0,1.0
Cash_from_Operations,22.0,26.2,11.3,25.6,7.1,15.5,14.3
Diluted_EPS,2.361,2.043,1.493,1.614,1.815,1.69,1.453
Goodwill_Intangibles,17.8,14.6,14.9,15.7,8.1,7.7,7.5
LT_Debt,45.7,45.5,16.4,17.6,12.4,12.4,12.4
Net_Income,16.0,13.8,10.1,10.4,10.5,7.7,6.6
Revenue,66.3,64.2,53.1,45.6,33.8,30.9,32.0
Shares_Diluted,6.7689,6.7729,6.7468,6.415,5.778,4.581,4.5218
Total_Assets,1378.8,1521.0,1397.0,1242.7,884.9,771.8,757.8
Total_Liabilities,1206.8,1368.7,1256.1,1111.4,762.9,676.7,671.0
