AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,32.0,22.0,27.0,15.0,11.0,7.0
Cash_from_Operations,208.0,200.0,189.0,193.0,155.0,135.0
Diluted_EPS,1.31,1.802,1.476,1.893,1.467,1.42
Goodwill_Intangibles,682.0,692.0,634.0,641.0,648.0,
LT_Debt,968.0,973.0,977.0,0.0,10.0,0.0
Net_Income,112.0,153.0,125.0,160.0,124.0,120.0
Revenue,1474.0,1365.0,1258.0,1157.0,1020.0,917.0
Shares_Diluted,85.5,84.9,84.7,84.5119,84.5119,84.5119
Total_Assets,1405.0,1250.0,1041.0,1416.0,1276.0,
Total_Liabilities,1466.0,1429.0,1385.0,755.0,716.0,
