AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,1671.0,1647.0,1551.0,1340.0,1182.0,1522.0,1449.0
Cash_from_Operations,2802.0,2990.0,2712.0,2182.0,2089.0,2459.0,2123.0
Diluted_EPS,3.594,3.503,2.723,3.288,2.125,1.68,1.693
Goodwill_Intangibles,366.0,206.0,202.0,187.0,202.0,211.0,352.0
LT_Debt,8585.0,8158.0,8190.0,7413.0,8659.0,8927.0,5625.0
Net_Income,2444.0,2440.0,1951.0,2405.0,1599.0,1352.0,1476.0
Revenue,7710.0,7792.0,7316.0,6554.0,6232.0,6712.0,6620.0
Shares_Diluted,680.0,696.5,716.5,731.5,752.5,805.0,872.0
Total_Assets,23640.0,22367.0,21254.0,20135.0,19221.0,19637.0,16606.0
Total_Liabilities,16321.0,15298.0,14618.0,13698.0,14595.0,14841.0,10996.0
