AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,1.9,2.1,1.7,2.2,1.3
Cash_from_Operations,31.3,89.1,80.0,72.1,68.3
Diluted_EPS,1.339,3.328,3.535,3.105,3.243
Goodwill_Intangibles,32.4,36.2,40.0,40.9,
LT_Debt,76.9,37.6,37.5,37.5,0.0
Net_Income,36.8,66.9,63.8,56.1,58.5
Revenue,124.1,143.7,137.4,127.6,127.7
Shares_Diluted,27.4573,20.0903,18.0473,18.0707,18.0536
Total_Assets,3666.6,3245.1,3249.6,3312.9,3317.1
Total_Liabilities,3302.7,2912.2,2909.2,2989.0,2990.9
