AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.3,0.1,0.0,0.1,0.1,0.7,0.1
Cash_from_Operations,-15.6,-20.3,-7.0,-16.6,-18.4,-20.8,-21.4,-9.5
Diluted_EPS,-0.672,-0.772,-0.676,-2.72,-11.895,-14.416,-19.322,-13.289
Goodwill_Intangibles,15.5,18.1,18.3,23.0,25.8,27.8,27.8,0.0
LT_Debt,3.9,8.0,9.4,0.0,0.0,2.4,6.1,5.0
Net_Income,-21.5,-16.9,-11.9,-20.7,-22.1,-22.5,-25.5,-12.9
Revenue,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Shares_Diluted,31.9612,21.8329,17.5829,7.6272,1.8541,1.5581,1.3195,0.9672
Total_Assets,37.5,38.3,46.9,47.5,30.8,49.0,66.7,45.7
Total_Liabilities,18.9,23.7,26.0,20.8,24.1,28.6,33.9,14.1
