AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,33.1,28.8,22.4,23.6,32.3,31.1,30.0
Cash_from_Operations,58.8,78.5,30.1,69.1,59.5,49.6,77.0
Diluted_EPS,0.723,-0.023,-2.886,-2.963,-9.179,-0.537,1.151
Goodwill_Intangibles,250.2,214.2,218.3,282.6,382.8,768.6,738.9
LT_Debt,490.1,502.1,445.9,441.7,536.0,502.1,469.8
Net_Income,27.5,-0.9,-104.7,-106.5,-327.1,-19.0,40.5
Revenue,1098.0,1048.8,1040.8,1042.1,1067.2,1012.1,975.8
Shares_Diluted,38.0646,36.7646,36.2709,35.9332,35.6354,35.3095,35.2088
Total_Assets,842.3,703.0,640.4,755.1,973.1,1302.3,1215.0
Total_Liabilities,832.7,724.9,668.5,689.7,807.8,818.8,723.7
