AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,13.0,1.0,0.3,0.4,0.0,0.0
Cash_from_Operations,-51.1,-41.6,-73.7,-35.5,-11.0,0.0
Diluted_EPS,-2.003,-5.011,-16.882,-9.958,-8.43,0.0
Goodwill_Intangibles,19.5,21.3,0.0,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-62.0,-36.7,-82.7,-37.6,-33.8,0.0
Revenue,9.7,17.9,,,,
Shares_Diluted,30.9522,7.32,4.901,3.7771,4.0067,3.9382
Total_Assets,338.9,153.8,81.6,109.9,55.2,0.0
Total_Liabilities,35.8,44.0,27.9,5.7,5.5,0.0
