AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,3.1,0.2,0.1,0.0,0.1,0.0,0.1,0.0,0.0
Cash_from_Operations,-39.5,-6.0,-6.9,-2.4,-3.3,-3.6,-2.9,-1.3,0.1
Diluted_EPS,-2.196,-2.456,-1.696,-2.663,-3.458,-3.7,-13.354,-17.605,-2.6180000000000003
Goodwill_Intangibles,53.5,118.1,107.7,0.8,1.1,1.4,1.6,0.2,0.9
LT_Debt,12.4,0.7,0.0,0.0,3.0,0.0,0.0,0.0,0.6
Net_Income,-153.2,-37.1,-27.5,-8.5,-10.3,-8.5,-9.1,-2.3,-0.2
Revenue,12.6,9.4,4.7,2.7,0.6,1.5,0.5,0.9,1.5
Shares_Diluted,69.784,15.0977,16.2379,3.1823,2.9854,2.3065,0.6781,0.1316,0.0919
Total_Assets,88.5,130.9,120.0,3.6,3.1,4.5,4.6,1.7,1.0
Total_Liabilities,40.4,37.3,17.0,2.5,5.4,3.1,0.4,0.2,0.4
