AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,119.2,87.0,122.4,127.4,79.4
Cash_from_Operations,-88.7,103.0,21.8,2.4,54.5
Diluted_EPS,-0.602,-0.127,-0.359,-0.786,-0.518
Goodwill_Intangibles,2618.8,2778.4,2679.8,2741.9,
LT_Debt,1973.0,3328.4,3099.1,3151.8,0.0
Net_Income,-174.8,-38.5,-109.0,-239.1,-157.5
Revenue,2618.9,2629.2,2623.9,2688.1,2551.5
Shares_Diluted,290.4,304.0084,304.0084,304.0084,304.0084
Total_Assets,4300.0,4286.1,4213.5,4190.0,
Total_Liabilities,3514.4,4794.7,4534.7,4546.9,
