AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,38.0,64.0,74.0,39.0,0.0,0.0
Cash_from_Operations,496.0,295.0,112.0,118.0,,
Diluted_EPS,-2.219,-0.394,1.124,0.925,0.859,0.876
Goodwill_Intangibles,2047.0,2101.0,524.0,,,
LT_Debt,1415.0,1188.0,305.0,126.0,138.0,1.0
Net_Income,-375.0,-67.0,136.0,112.0,104.0,106.0
Revenue,3587.0,4092.0,3728.0,3046.0,2608.0,2449.0
Shares_Diluted,169.0,169.9023,121.0325,121.0325,121.0325,121.0325
Total_Assets,4065.0,4011.0,2041.0,1516.0,1423.0,1074.0
Total_Liabilities,2507.0,2254.0,1408.0,,,
