AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.1,0.0,0.0,0.0,0.2,0.0,
Cash_from_Operations,-0.8,-0.7,-0.6,-0.3,-1.0,-0.6,0.0,0.0
Diluted_EPS,-10.315,-64.976,-95.672,-612.258,-849.975,,28.745,845.688
Goodwill_Intangibles,0.1,0.1,0.2,0.2,0.3,0.3,0.0,
LT_Debt,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-2.8,-1.4,-1.2,-3.9,-2.6,-2.1,-0.1,0.6
Revenue,5.7,5.9,5.7,6.0,4.7,4.0,2.4,0.0
Shares_Diluted,0.2679,0.0212,0.0125,0.0064,0.003,,,
Total_Assets,2.6,2.4,2.4,3.1,3.0,4.3,0.4,0.0
Total_Liabilities,2.1,1.8,1.1,1.2,0.7,1.4,0.4,0.8
