AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.3,,,0.0,0.4,0.7,0.3,1.1
Cash_from_Operations,-3.5,-2.1,-0.3,-0.9,0.2,-2.5,-1.0,0.9
Diluted_EPS,-0.18,-0.543,-2.245,-0.222,-0.276,-0.155,-0.109,-0.033
Goodwill_Intangibles,6.9,8.0,2.5,2.7,2.6,2.8,3.0,3.1
LT_Debt,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,,-4.4,-16.8,-1.6,-1.8,-1.0,-0.6,-0.2
Revenue,12.8,0.2,0.0,8.5,6.0,6.7,10.0,5.7
Shares_Diluted,,8.1692,7.4774,7.0733,6.5759,6.2653,5.6722,5.4781
Total_Assets,33.2,30.1,23.1,41.4,37.3,44.4,48.3,42.7
Total_Liabilities,16.5,21.4,12.9,14.2,10.6,14.0,17.0,10.8
