AAII_YR_DATA,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013
Capital_Expenditures,158.4,10.4,6.8,7.0,5.0,2.3,5.3
Cash_from_Operations,191.0,137.8,120.0,78.5,49.0,25.8,-23.1
Diluted_EPS,2.492,1.673,1.619,1.306,0.886,0.845,0.792
Goodwill_Intangibles,362.3,374.0,150.9,65.8,70.5,2.6,2.3
LT_Debt,105.8,89.0,85.5,85.5,12.5,10.3,10.3
Net_Income,97.0,51.6,44.9,33.2,18.1,15.7,13.4
Revenue,325.7,158.5,108.1,81.4,61.6,48.7,39.0
Shares_Diluted,35.6517,38.9216,30.8531,27.7416,25.4445,20.3846,18.5954
Total_Assets,6182.9,5835.1,5228.3,4006.4,2529.7,2054.0,1692.0
Total_Liabilities,5343.0,5090.9,4793.8,3671.4,2258.4,1879.2,1549.0
