AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,70.7,73.1,41.5,24.2,17.8,18.4,24.9,16.4
Cash_from_Operations,721.6,678.2,567.5,442.0,411.0,411.8,385.0,389.4
Diluted_EPS,1.687,1.404,1.219,1.395,0.91,0.848,0.706,0.742
Goodwill_Intangibles,5445.6,4662.9,4331.6,3357.1,3382.9,3331.4,3245.3,2625.1
LT_Debt,2025.9,1500.3,1457.0,856.1,1018.4,1071.6,1152.8,380.0
Net_Income,465.3,385.6,336.0,389.9,250.8,237.6,201.7,211.7
Revenue,2613.4,2392.2,2014.2,1881.3,1766.6,1660.5,1574.9,1363.3
Shares_Diluted,275.867,274.616,275.521,279.394,275.608,280.224,285.782,285.248
Total_Assets,8966.5,7622.8,6688.7,5747.6,5262.7,5004.5,4956.5,3649.5
Total_Liabilities,5212.3,4272.5,3688.1,3164.9,2902.5,2854.7,2842.7,1642.4
