AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,1.5,6.7,2.2,2.5,6.2,1.4,1.3
Cash_from_Operations,-5.3,0.7,5.1,6.1,10.8,3.7,4.3
Diluted_EPS,-2.288,-2.559,0.365,-17.869,7.127,10.99,1.311
Goodwill_Intangibles,26.4,29.3,7.0,12.0,17.9,6.0,3.9
LT_Debt,4.6,1.7,9.5,19.5,16.1,0.0,0.0
Net_Income,-8.4,-5.2,0.7,-35.7,14.3,21.6,2.5
Revenue,78.2,72.9,104.2,104.6,125.5,60.8,55.6
Shares_Diluted,3.659,2.041,2.0158,1.9995,2.0067,1.969,1.8878
Total_Assets,88.3,90.6,50.6,66.7,106.3,64.1,41.9
Total_Liabilities,48.4,49.9,24.8,38.9,39.8,10.0,9.3
