AAII_YR_DATA,09/28/2019,09/29/2018,09/30/2017,09/24/2016,09/26/2015,09/27/2014,09/28/2013
Capital_Expenditures,35.0,32.9,28.2,38.4,41.2,30.1,27.8
Cash_from_Operations,226.8,210.4,163.8,157.4,324.2,225.6,214.3
Diluted_EPS,1.1,1.237,0.617,0.236,1.418,1.556,1.345
Goodwill_Intangibles,1226.5,1268.7,1314.5,2465.6,1395.2,1446.7,1504.2
LT_Debt,1227.1,1255.1,1272.2,1224.5,1241.1,1242.7,1245.2
Net_Income,68.6,76.5,38.0,14.4,86.4,94.5,78.8
Revenue,1267.7,1344.4,1187.9,1046.1,1417.0,1938.3,1703.6
Shares_Diluted,62.727,62.366,61.847,61.542,61.176,60.907,60.751
Total_Assets,1998.3,2101.2,2171.3,2282.3,2485.7,2609.4,2728.0
Total_Liabilities,1574.5,1607.4,1618.3,1574.1,1587.4,1587.9,1598.9
