AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,44.6,58.3,51.6,38.9,,
Cash_from_Operations,173.8,43.3,58.5,27.5,,
Diluted_EPS,0.106,-0.35,0.088,-0.047,,
Goodwill_Intangibles,392.1,158.9,136.1,,,
LT_Debt,935.2,421.1,386.5,134.9,154.4,102.2
Net_Income,13.2,-43.5,11.0,-5.8,,
Revenue,3910.7,4128.7,4064.9,3041.1,2220.6,1967.6
Shares_Diluted,124.4278,124.4278,124.4278,124.4278,,
Total_Assets,2739.8,1847.4,1028.0,814.9,730.9,417.6
Total_Liabilities,2421.8,1781.6,938.6,,,
