AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,8.4,11.3,6.5,4.5,7.6,12.5,16.7
Cash_from_Operations,204.7,237.2,128.5,145.8,134.8,137.6,79.6
Diluted_EPS,2.678,2.362,1.859,1.806,1.711,1.516,1.211
Goodwill_Intangibles,801.3,811.8,824.0,400.4,406.3,413.0,369.8
LT_Debt,35.3,35.5,43.9,0.0,0.0,0.0,0.0
Net_Income,192.9,171.0,111.3,103.3,97.6,80.6,59.4
Revenue,530.0,497.1,374.7,338.0,328.9,308.0,296.9
Shares_Diluted,72.032,72.39,59.888,57.193,57.032,53.183,49.051
Total_Assets,14079.5,13095.1,12716.9,9509.6,8951.7,8578.8,7161.6
Total_Liabilities,11919.6,11061.5,10767.0,8258.6,7709.6,7350.7,6108.3
