AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,0.2,-0.1,-0.1,-0.2,-0.2,-0.1,-0.1
Diluted_EPS,-0.246,-0.258,-0.869,-0.697,-0.908,-0.957,-1.581
Goodwill_Intangibles,10.2,11.0,0.0,,,,0.0
LT_Debt,12.2,12.5,0.0,0.0,0.0,0.0,0.0
Net_Income,-1.3,-1.4,-0.4,-0.3,-0.3,-0.4,-0.6
Revenue,10.3,9.0,0.1,0.1,0.1,0.1,0.1
Shares_Diluted,5.4526,5.4109,0.459,0.4493,0.3768,0.3766,0.3491
Total_Assets,11.9,12.0,3.6,0.0,0.0,0.0,0.0
Total_Liabilities,14.7,13.7,17.1,0.3,0.0,0.0,0.1
