AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.8,0.8,4.6,6.5,6.2,2.8,0.4
Cash_from_Operations,28.4,-159.3,-200.3,-252.5,-108.0,-23.9,15.4
Diluted_EPS,1.227,-3.219,-4.482,-3.038,-6.014,-10.643,-1.673
Goodwill_Intangibles,3.6,3.6,3.6,3.6,3.6,3.6,
LT_Debt,178.4,103.1,101.6,100.3,0.0,0.0,0.0
Net_Income,89.8,-209.3,-238.2,-127.3,-223.3,-87.1,-53.6
Revenue,356.1,0.0,1.6,190.1,30.0,31.1,2.8
Shares_Diluted,73.1859,65.0348,53.1336,41.9123,37.122,8.1865,32.0519
Total_Assets,408.9,99.5,162.6,178.5,212.4,187.2,47.4
Total_Liabilities,303.7,138.1,130.8,158.0,218.6,120.4,89.8
