AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.1,0.1,0.1,1.5,0.1,0.6,0.8,0.5
Cash_from_Operations,-8.4,-5.9,-12.0,-18.1,-19.5,-20.5,-30.3,-34.6
Diluted_EPS,-1.861,-8.267,-86.977,-411.595,-637.502,,,
Goodwill_Intangibles,0.5,0.4,6.3,11.1,12.4,13.0,13.3,13.3
LT_Debt,0.0,0.0,0.0,0.0,11.0,16.7,18.0,23.1
Net_Income,-8.2,-11.4,-15.1,-26.7,-22.0,-19.4,-38.5,-26.2
Revenue,0.3,7.0,6.7,6.4,11.4,11.7,7.6,12.2
Shares_Diluted,4.4278,1.384,0.1739,0.0648,0.0346,0.0188,0.0108,0.009000000000000001
Total_Assets,12.1,23.2,24.0,31.6,34.6,37.7,38.7,42.1
Total_Liabilities,9.1,22.1,18.8,18.6,23.6,25.5,44.4,38.9
