AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,,0.0,21.8,217.0,408.3,876.0,651.5
Cash_from_Operations,-38.8,33.9,70.4,19.6,-52.2,-35.1,-50.3
Diluted_EPS,-70.854,6.422,-1.768,-8.319,-22.223,-238.573,-101.661
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,508.6,654.3,690.4,667.4,566.0,414.0,73.6
Net_Income,-672.0,44.7,-12.7,-59.7,-124.8,-510.8,-116.6
Revenue,163.7,224.6,242.5,162.2,78.4,62.5,49.0
Shares_Diluted,9.484,6.9532,7.1827,7.1794,5.6174,2.141,1.1466
Total_Assets,868.2,1665.6,1703.8,1643.4,1547.2,1473.1,1324.2
Total_Liabilities,595.6,790.6,843.0,726.0,590.5,538.6,124.2
