AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,443.4,415.7,262.6,217.7,117.5,145.1,182.4
Cash_from_Operations,443.5,414.1,378.0,352.4,352.9,285.7,255.3
Diluted_EPS,1.454,1.118,1.085,0.961,0.769,0.706,0.639
Goodwill_Intangibles,12.1,12.1,12.1,12.1,12.1,12.1,12.1
LT_Debt,2408.5,2348.4,2200.0,2091.3,2126.1,2212.2,2192.4
Net_Income,279.1,212.6,189.9,164.0,130.1,118.7,106.9
Revenue,1027.7,975.8,919.5,863.1,814.3,769.8,721.5
Shares_Diluted,191.995,190.11,186.85,185.138,183.814,183.022,182.392
Total_Assets,4151.3,3925.8,3610.0,3479.0,3400.4,3446.3,3392.3
Total_Liabilities,2901.5,2804.3,2578.1,2470.4,2475.3,2534.3,2499.0
