AAII_YR_DATA,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014
Capital_Expenditures,14.5,17.6,19.7,21.6,11.8,15.0,31.7,32.9
Cash_from_Operations,27.3,29.8,65.0,46.9,64.8,49.4,15.0,69.9
Diluted_EPS,0.198,1.108,1.062,0.919,0.991,0.559,0.521,0.857
Goodwill_Intangibles,146.4,25.1,23.3,21.4,2.9,3.0,2.7,9.0
LT_Debt,40.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3
Net_Income,7.4,41.1,39.3,34.4,37.5,21.2,20.3,33.5
Revenue,569.0,727.9,768.1,704.6,669.9,635.1,600.9,543.8
Shares_Diluted,37.372,37.037,37.064,37.494,37.833,37.852,38.971,39.037
Total_Assets,444.6,386.3,364.7,331.5,313.7,273.6,265.3,722.1
Total_Liabilities,204.9,141.5,148.2,138.4,137.5,123.7,123.8,280.6
