AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,5.6,2.2,1.0,13.8,16.7,11.8,17.3
Cash_from_Operations,-19.0,-31.6,40.3,0.2,-65.7,-6.0,32.2
Diluted_EPS,-6.087,-3.294,-1.836,1.005,2.603,0.488,-1.614
Goodwill_Intangibles,,21.5,21.5,21.5,0.7,3.3,24.5
LT_Debt,10.2,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-75.2,-40.6,-22.6,12.3,31.8,5.9,-19.3
Revenue,230.0,316.5,409.5,523.7,772.9,598.5,290.4
Shares_Diluted,12.3521,12.3189,12.2856,12.2623,12.2178,12.1035,11.9542
Total_Assets,245.2,289.7,295.9,339.3,406.9,385.3,417.7
Total_Liabilities,128.0,96.1,64.2,82.3,171.8,186.6,215.2
