AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.1,0.0,0.0,0.0,0.2,0.2,0.1,0.1,0.1
Cash_from_Operations,-9.2,-4.7,-7.9,-5.6,-6.3,-11.7,-18.6,-15.1,-13.0
Diluted_EPS,-0.15,-0.315,-0.485,-0.387,-0.483,-1.398,-6.815,-7.654,-10.503
Goodwill_Intangibles,9.7,,,,,,,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0
Net_Income,-6.6,-11.0,-10.5,-6.5,-7.4,-13.2,-19.0,-15.2,-16.0
Revenue,8.4,9.9,6.6,12.5,18.2,11.9,4.4,1.1,3.5
Shares_Diluted,43.657,35.076,21.641,16.921,15.324,9.408,2.784,1.985,1.5273
Total_Assets,24.0,15.2,11.2,9.4,10.1,15.4,5.1,7.5,15.7
Total_Liabilities,13.8,2.9,10.2,4.4,7.5,8.3,10.2,5.7,7.1
