AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,18167.0,9123.0,9974.0,4841.0,3804.0,3441.0,4032.0,3095.0,6292.0
Cash_from_Operations,7667.0,8364.0,6321.0,5158.0,3985.0,3083.0,2788.0,2574.0,2278.0
Diluted_EPS,2.406,-0.182,1.189,2.342,0.896,1.036,1.508,2.075,1.3880000000000001
Goodwill_Intangibles,50836.0,39372.0,42260.0,27577.0,19559.0,9856.0,7713.0,7139.0,6632.0
LT_Debt,155864.0,137580.0,143275.0,108995.0,69857.0,58080.0,48946.0,50104.0,47653.0
Net_Income,3818.0,-275.0,2655.0,3433.0,1317.0,1518.0,2207.0,2956.0,1975.0
Revenue,75731.0,62752.0,67826.0,56771.0,40786.0,24411.0,19913.0,18364.0,20093.0
Shares_Diluted,1586.9,1511.4,2232.649,1466.093,1469.99,1464.89,1463.54,1425.583,1432.783
Total_Assets,391003.0,343696.0,323969.0,256281.0,192720.0,159826.0,139514.0,129480.0,112745.0
Total_Liabilities,344648.0,307858.0,288956.0,226466.0,164476.0,133373.0,114207.0,105778.0,91866.0
