AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,134.0,178.0,151.0,150.0,205.0,369.0,242.0,186.0
Cash_from_Operations,2324.0,2581.0,2275.0,2297.0,2037.0,1599.0,2107.0,3745.0
Diluted_EPS,1.03,1.505,1.538,1.001,0.872,0.748,0.79,0.7509999999999999
Goodwill_Intangibles,5608.0,5295.0,5362.0,5417.0,5449.0,5390.0,5623.0,5408.0
LT_Debt,3569.0,5378.0,5522.0,4479.0,3509.0,3094.0,3462.0,4830.0
Net_Income,991.0,1503.0,1695.0,1199.0,1099.0,998.0,1095.0,1059.0
Revenue,4262.0,4639.0,4393.0,3987.0,3814.0,3603.0,3589.0,3647.0
Shares_Diluted,962.0,999.0,1102.0,1198.0,1261.0,1334.0,1387.0,1410.0
Total_Assets,147389.0,126240.0,125688.0,124294.0,125968.0,126050.0,119563.0,117396.0
Total_Liabilities,129278.0,109945.0,110598.0,108102.0,109304.0,109206.0,102690.0,101628.0
