AAII_YR_DATA,01/30/2021,02/01/2020,02/02/2019,02/03/2018,01/28/2017,01/30/2016
Capital_Expenditures,159.6,156.9,148.1,,,
Cash_from_Operations,268.6,110.3,203.2,246.5,282.6,206.5
Diluted_EPS,-0.126,-0.325,-1.404,-1.113,0.133,0.069
Goodwill_Intangibles,3205.0,3205.9,3348.3,,,
LT_Debt,1657.7,3241.5,3197.4,3242.7,3316.4,3372.6
Net_Income,-26.5,-95.9,-413.8,-328.2,39.2,20.5
Revenue,4920.2,4434.5,4392.2,4527.6,4493.8,4412.3
Shares_Diluted,210.683,294.8057,294.8057,294.8057,294.8057,294.8057
Total_Assets,6075.7,6155.1,4924.4,5386.4,5908.1,5941.7
Total_Liabilities,4006.9,5585.7,4286.5,,,
