AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.568,0.488,0.63,0.678,0.639,0.595,,0.486
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,1.8,1.5,1.8,1.9,1.8,1.6,,1.3
Revenue,7.2,6.5,6.7,7.6,8.2,8.5,,7.3
Shares_Diluted,2.8172,3.0366,3.0247,3.0247,2.9887,2.9288,2.9218,2.9322
Total_Assets,239.8,203.9,185.0,180.5,184.6,174.7,178.0,162.3
Total_Liabilities,200.4,165.7,147.6,143.7,148.4,138.9,142.7,127.4
