AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,0.3,0.9,1.6,1.1,1.3,2.0,0.9
Cash_from_Operations,-13.5,-18.8,-21.0,16.9,-8.1,-17.7,-23.5
Diluted_EPS,-0.026,-0.031,-0.053,-0.035,-0.033,-0.1,-0.064
Goodwill_Intangibles,,,,,0.0,0.1,0.6
LT_Debt,0.4,0.5,0.0,0.0,0.0,0.0,0.0
Net_Income,-16.3,-18.1,-30.1,-19.6,-17.3,-51.6,-31.7
Revenue,14.4,15.5,15.6,16.1,13.8,12.7,9.6
Shares_Diluted,628.441,590.343,564.976,555.263,529.053,513.415,494.51
Total_Assets,320.7,300.0,312.2,326.3,291.6,212.8,311.3
Total_Liabilities,93.4,89.8,89.9,96.5,60.0,45.7,55.3
