AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,20.2,33.7,39.9,33.1,19.7,27.1,24.6,24.2
Cash_from_Operations,154.5,127.7,296.8,287.8,226.1,177.0,210.4,301.6
Diluted_EPS,1.079,1.349,1.18,0.976,0.927,0.846,0.844,0.833
Goodwill_Intangibles,564.9,574.6,570.1,531.6,531.6,531.6,531.8,533.1
LT_Debt,760.3,390.7,390.3,386.2,362.2,361.8,466.3,369.7
Net_Income,175.9,226.3,208.4,171.8,161.6,149.5,157.9,161.8
Revenue,742.9,825.3,758.5,668.9,603.1,583.8,596.1,609.7
Shares_Diluted,163.09,167.792,176.543,175.932,174.418,176.774,187.181,194.354
Total_Assets,25906.7,21886.0,20682.2,20036.9,18944.2,17914.7,17124.8,16934.6
Total_Liabilities,23289.9,19543.9,18434.6,17807.0,16823.1,15872.8,15128.1,14871.4
