AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,07/31/2015,07/31/2014
Capital_Expenditures,0.0,0.0,0.3,0.3,,,
Cash_from_Operations,-0.4,-0.2,0.0,0.7,0.0,-0.5,-0.3
Diluted_EPS,-0.122,-0.105,-0.066,0.353,-0.612,-1.174,-0.431
Goodwill_Intangibles,,,,,0.0,0.0,1.0
LT_Debt,1.6,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-7.0,-5.6,-3.4,17.4,-27.2,-4.6,-1.7
Revenue,5.0,4.0,3.6,6.0,3.5,0.0,0.0
Shares_Diluted,57.0565,53.5012,51.6354,49.1034,44.3536,3.901,3.836
Total_Assets,1.4,1.4,2.4,3.0,2.9,0.2,1.1
Total_Liabilities,33.6,19.4,15.4,12.9,35.0,1.8,1.2
