AAII_YR_DATA,04/30/2020,04/30/2019,04/30/2018,04/30/2017,04/30/2016,04/30/2015,04/30/2014
Capital_Expenditures,5.4,4.0,2.3,1.6,4.5,4.0,7.1
Cash_from_Operations,20.9,24.9,10.0,7.3,14.3,12.4,21.9
Diluted_EPS,7.386,6.729,4.901,2.486,1.333,3.255,2.246
Goodwill_Intangibles,6.8,0.4,0.4,0.4,0.4,0.4,0.4
LT_Debt,215.6,152.9,152.4,117.9,107.9,102.2,97.0
Net_Income,51.3,47.6,36.5,20.2,11.6,29.5,21.1
Revenue,744.6,669.1,612.2,587.8,567.9,530.3,489.2
Shares_Diluted,6.9457,7.0718,7.4414,8.1108,8.666,9.049,9.3917
Total_Assets,667.3,492.5,455.6,424.3,406.3,399.9,363.3
Total_Liabilities,364.3,231.7,224.7,190.9,177.2,170.5,150.0
