AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,2.4,5.4,6.3,3.8,2.8,7.0,1.1,0.2,0.0
Cash_from_Operations,46.2,29.1,29.9,20.8,6.6,11.6,2.3,3.5,4.4
Diluted_EPS,2.216,1.62,1.89,1.446,0.548,0.781,0.325,0.52,0.066
Goodwill_Intangibles,105.9,86.5,77.2,79.0,50.8,6.6,6.9,0.5,
LT_Debt,49.4,39.7,39.3,39.2,0.0,0.0,0.0,0.0,0.0
Net_Income,34.8,24.3,26.5,18.1,4.8,4.8,1.4,1.6,0.1
Revenue,125.2,117.6,108.5,92.2,52.0,42.6,27.8,20.7,18.5
Shares_Diluted,15.6992,15.0192,14.0464,12.5176,8.7935,6.1189,4.2815,3.2935,1.6656
Total_Assets,4611.6,3304.9,2449.1,2274.4,1720.8,1062.5,1024.0,533.8,432.2
Total_Liabilities,4182.1,2947.8,2136.4,1991.4,1514.9,957.2,923.8,477.9,392.1
