AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.0,0.6,0.3,0.6,0.2,0.3,
Cash_from_Operations,-7.9,-1.2,-1.7,-1.9,-1.3,-0.5,-0.5
Diluted_EPS,-1.177,-1.069,-1.157,-1.219,-1.765,-3.744,-3.741
Goodwill_Intangibles,27.4,13.9,14.8,15.2,15.6,14.7,
LT_Debt,0.7,1.0,0.5,2.4,5.5,4.0,0.0
Net_Income,-10.6,-6.0,-5.3,-4.9,-6.0,-10.7,-1.2
Revenue,6.3,6.2,8.3,8.6,7.7,3.8,0.2
Shares_Diluted,9.0183,5.6307,4.6076,4.0025,3.4244,2.8612,0.3208
Total_Assets,37.9,17.3,18.3,18.8,19.0,17.0,0.2
Total_Liabilities,14.4,8.7,10.1,12.0,11.9,10.5,0.1
