AAII_YR_DATA,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016
Capital_Expenditures,2.9,0.8,2.2,0.6,0.9
Cash_from_Operations,23.7,26.6,18.1,7.7,10.0
Diluted_EPS,-0.028,-0.29,-0.262,0.036,-0.083
Goodwill_Intangibles,313.2,291.2,153.3,121.6,82.3
LT_Debt,90.8,139.3,31.8,106.8,78.5
Net_Income,-0.4,-3.0,-6.9,0.9,-2.1
Revenue,150.1,376.3,323.5,262.6,199.6
Shares_Diluted,14.8334,10.491,26.3057,25.3082,25.3082
Total_Assets,403.5,349.3,175.1,140.0,100.3
Total_Liabilities,247.9,269.2,135.8,129.1,102.8
