AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.2,0.0,0.2,0.1,0.0,0.0,,
Cash_from_Operations,-0.8,-0.8,-0.8,-1.4,-0.9,-0.4,0.0,0.0
Diluted_EPS,-0.014,-0.087,-0.073,-0.069,-0.098,-0.029,-0.002,-0.002
Goodwill_Intangibles,3.4,3.7,4.1,4.3,0.0,0.0,,
LT_Debt,0.1,0.0,1.3,0.0,0.1,0.0,0.0,0.0
Net_Income,-8.4,-16.6,-3.2,-2.7,-2.2,-0.5,0.0,0.0
Revenue,2.5,0.7,0.3,0.1,0.1,0.0,0.0,0.0
Shares_Diluted,609.0299,189.7655,43.5135,39.4305,22.9518,16.9071,19.15,19.15
Total_Assets,4.6,4.4,4.8,4.8,0.3,0.2,0.0,0.0
Total_Liabilities,15.4,14.3,3.1,1.5,0.6,0.2,0.2,0.2
