AAII_YR_DATA,11/03/2019,10/28/2018,10/29/2017,10/30/2016,11/01/2015,11/02/2014,11/03/2013
Capital_Expenditures,9.1,3.6,9.3,17.6,8.6,5.3,9.2
Cash_from_Operations,7.4,-10.7,4.6,-7.6,40.1,17.7,-29.4
Diluted_EPS,-0.719,-1.553,1.291,-0.699,-1.183,-0.91,-1.483
Goodwill_Intangibles,,,,5.1,6.4,17.7,8.4
LT_Debt,53.9,49.1,0.0,95.0,106.3,7.2,8.1
Net_Income,-15.2,-32.7,27.1,-14.6,-24.6,-19.0,-30.9
Revenue,997.1,1039.2,1194.4,1334.7,1496.9,1710.0,2017.5
Shares_Diluted,21.119,21.051,21.017,20.831,20.816,20.863,20.826
Total_Assets,218.0,236.7,284.8,316.5,326.8,424.3,501.3
Total_Liabilities,181.8,186.2,200.8,267.5,262.3,332.9,391.1
