AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,410.0,1253.0,1177.0,410.0,324.0,381.0,687.0
Cash_from_Operations,253.0,896.0,963.0,840.0,876.0,751.0,881.0
Diluted_EPS,-0.185,0.677,2.076,6.112,2.224,32.392,-4.224
Goodwill_Intangibles,2852.0,11474.0,9222.0,9659.0,9902.0,10192.0,10499.0
LT_Debt,3965.0,7043.0,10580.0,10919.0,11325.0,12785.0,17380.0
Net_Income,-27.0,13.0,319.0,437.0,159.0,2316.0,-302.0
Revenue,4689.0,5191.0,5308.0,10524.0,10646.0,11178.0,11666.0
Shares_Diluted,146.2,134.4,134.4,71.5,71.5,71.5,71.5
Total_Assets,6843.0,16175.0,16178.0,16682.0,16954.0,18491.0,21750.0
Total_Liabilities,5772.0,14096.0,14561.0,15040.0,16006.0,17710.0,22894.0
