AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.6,1.3,21.5,23.2,16.0,0.0
Cash_from_Operations,178.8,68.2,96.2,117.0,126.6,0.0
Diluted_EPS,0.282,0.099,1.655,1.387,1.877,0.0
Goodwill_Intangibles,35.2,37.5,45.1,52.8,,0.0
LT_Debt,390.5,335.2,448.5,429.2,0.0,0.0
Net_Income,21.5,4.0,46.8,39.2,53.0,0.0
Revenue,531.6,430.0,416.4,378.5,377.0,0.0
Shares_Diluted,189.0594,40.8351,28.2647,28.2647,28.2647,31.85
Total_Assets,581.6,632.3,373.2,371.6,,0.1
Total_Liabilities,607.3,661.6,688.4,698.4,,0.1
