AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,44.1,62.4,119.0,109.9,88.3,81.8,106.3,94.2
Cash_from_Operations,5.3,784.9,543.0,835.5,594.6,316.9,384.9,830.3
Diluted_EPS,-14.281,5.814,2.077,8.548,7.634,-5.129,8.147,9.63
Goodwill_Intangibles,95.6,108.1,202.3,162.2,139.0,118.5,94.2,81.7
LT_Debt,1182.9,1145.0,1248.5,1166.2,961.4,1055.2,929.0,913.5
Net_Income,-607.1,247.0,88.2,362.6,323.4,-225.0,361.7,427.5
Revenue,801.0,2707.4,2677.6,2521.8,2219.2,2253.7,2705.1,2608.3
Shares_Diluted,42.508,42.483,42.456,42.4188,42.3632,43.8611,44.3931,44.3881
Total_Assets,3853.4,4357.4,4441.9,4422.3,3846.1,3715.5,4079.6,3952.8
Total_Liabilities,2569.8,2422.5,2645.3,2571.3,2003.8,2128.1,2004.5,2050.9
