AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,4.2,3.9,4.9,4.7,8.7,4.5,5.4,8.0
Cash_from_Operations,1.8,10.9,11.6,11.1,13.3,22.7,13.8,6.8
Diluted_EPS,-0.275,-0.112,0.062,-0.209,-0.406,-0.446,-0.276,-0.276
Goodwill_Intangibles,46.3,46.5,47.0,49.1,53.1,48.6,10.5,
LT_Debt,39.1,34.8,39.3,37.9,52.4,32.2,4.1,2.9
Net_Income,-5.5,-2.2,1.2,-4.0,-7.5,-7.9,-4.6,-4.6
Revenue,342.5,294.0,326.2,326.8,334.6,288.3,247.0,247.0
Shares_Diluted,20.005,19.449,19.826,18.933,18.542,17.608,16.737,16.737000000000002
Total_Assets,213.2,203.6,177.1,185.8,211.3,191.3,140.7,132.0
Total_Liabilities,160.8,156.8,130.5,144.5,171.1,147.5,100.6,91.1
