AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.3,1.5,1.1,0.2,0.8,0.5,0.4,1.2
Cash_from_Operations,-52.2,-41.5,-58.8,-77.6,-75.9,-23.4,-69.8,-86.1
Diluted_EPS,-0.176,-0.4,-0.439,-0.617,-0.733,-0.582,-1.037,-1.02
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,19.8,9.8,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-29.7,-66.9,-70.5,-78.0,-69.2,-51.5,-90.9,-89.0
Revenue,108.6,59.3,44.5,4.5,20.4,28.9,8.3,7.2
Shares_Diluted,168.754,167.4,160.529,126.324,94.387,88.434,87.662,87.288
Total_Assets,110.4,147.6,139.1,119.1,78.1,131.7,154.1,226.1
Total_Liabilities,76.4,93.8,29.2,18.5,23.1,40.4,25.9,17.8
