AAII_YR_DATA,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015
Capital_Expenditures,9.4,16.7,13.4,3.6,1.2,0.9
Cash_from_Operations,-2.2,-1.3,3.5,5.5,3.9,2.9
Diluted_EPS,-0.326,0.055,0.221,0.31,0.219,0.24
Goodwill_Intangibles,2.1,2.2,4.8,0.1,0.1,0.1
LT_Debt,0.1,0.0,0.0,0.0,0.0,0.0
Net_Income,-8.4,1.4,4.6,4.9,3.5,3.8
Revenue,19.2,26.2,30.1,21.2,16.1,15.5
Shares_Diluted,25.9136,25.9416,20.81,15.931,15.931,15.931
Total_Assets,63.6,69.0,69.7,17.5,13.3,14.7
Total_Liabilities,12.7,8.2,9.0,10.2,8.2,12.9
