AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,3056.0,3643.0,3357.0,4355.6,6852.6,2829.6,3114.3
Cash_from_Operations,1833.0,1990.0,1231.0,-403.8,-482.5,-262.8,-52.4
Diluted_EPS,2.511,1.899,-1.686,-2.666,-4.297,-2.442,-2.321
Goodwill_Intangibles,77.0,77.0,77.0,76.8,76.8,76.8,80.2
LT_Debt,30832.0,28236.0,25337.0,21693.0,14929.9,9819.6,6593.8
Net_Income,648.0,471.0,-393.0,-610.0,-975.1,-547.9,-507.9
Revenue,9730.0,7987.0,5601.0,1283.2,270.9,268.0,267.2
Shares_Diluted,258.1,248.0,233.1,228.768,226.903,224.338,218.869
Total_Assets,35492.0,31987.0,27906.0,23702.7,18809.1,12573.7,9673.2
Total_Liabilities,35506.0,32513.0,29670.0,25099.2,19710.9,12737.9,9493.6
