AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,4.8,7.8,9.3,8.6,10.0,11.9,10.1,10.6
Cash_from_Operations,22.9,17.0,23.0,27.3,38.9,36.1,41.9,28.7
Diluted_EPS,-2.026,-1.05,-0.122,0.932,0.341,0.431,0.21,-0.11
Goodwill_Intangibles,347.5,369.2,414.6,420.8,428.9,429.9,426.4,413.9
LT_Debt,213.9,216.6,234.1,249.6,261.1,269.1,275.6,287.7
Net_Income,-54.1,-27.8,-3.2,24.6,8.9,11.2,5.5,-2.7
Revenue,236.2,253.9,262.8,263.7,274.3,265.8,266.5,236.9
Shares_Diluted,26.6834,26.5029,26.1797,26.4358,26.035,25.8878,26.0812,24.9381
Total_Assets,524.6,558.4,559.0,572.8,590.3,596.2,583.2,575.1
Total_Liabilities,389.3,368.8,337.2,341.5,379.1,386.3,379.2,373.3
