AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,118.5,107.7,69.8,23.5,7.4
Cash_from_Operations,323.8,263.5,117.6,-26.1,6.7
Diluted_EPS,-0.494,-0.728,-0.77,-1.114,-1.217
Goodwill_Intangibles,18297.2,13413.3,3156.7,3241.4,3471.3
LT_Debt,5456.3,3457.9,1628.6,1930.2,1967.7
Net_Income,-312.0,-311.9,-211.0,-242.2,-263.9
Revenue,1876.9,1254.0,974.3,968.5,917.6
Shares_Diluted,630.9769,428.6007,273.8833,217.4729,216.8489
Total_Assets,20183.0,14790.7,3791.4,3709.7,4005.1
Total_Liabilities,8257.1,5755.9,2431.0,2659.1,2719.0
