AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.1,0.9,0.1,0.0,,0.0,0.0,0.0,0.1
Cash_from_Operations,-1.0,0.6,1.6,0.5,0.3,-1.1,-3.0,-4.3,-5.4
Diluted_EPS,-0.121,0.456,0.073,-0.016,-0.067,-0.209,-0.35,-0.5710000000000001,-0.46299999999999997
Goodwill_Intangibles,59.1,0.5,0.7,0.4,0.5,0.6,0.7,0.9,0.6
LT_Debt,0.2,1.9,0.1,0.1,0.0,1.0,1.0,0.0,0.0
Net_Income,-2.4,7.9,1.1,-0.2,-0.9,-2.8,-4.5,-6.4,-5.0
Revenue,28.1,16.4,14.4,11.9,10.2,9.1,7.8,7.6,10.3
Shares_Diluted,20.2757,17.4205,15.5599,14.3321,13.9383,13.3583,12.9606,11.1636,10.7144
Total_Assets,77.2,30.7,7.8,4.5,3.7,3.5,5.7,7.5,9.6
Total_Liabilities,11.2,4.9,3.4,2.5,2.1,3.0,3.5,3.0,2.9
