AAII_YR_DATA,05/31/2021,05/31/2020,05/31/2019,05/31/2018,05/31/2017,05/31/2016,05/31/2015,05/31/2014
Capital_Expenditures,11.3,23.6,17.4,22.0,25.2,88.4,42.1,20.8
Cash_from_Operations,105.2,-36.1,67.4,64.3,21.8,32.1,-43.0,139.8
Diluted_EPS,1.003,0.123,0.203,0.434,1.633,1.367,0.253,1.826
Goodwill_Intangibles,123.8,121.7,138.4,146.5,148.2,188.9,160.2,610.8
LT_Debt,133.7,600.0,141.7,177.2,155.3,136.1,82.4,564.3
Net_Income,35.4,4.3,7.1,15.0,56.0,47.3,9.5,71.4
Revenue,1652.3,2072.0,2051.8,1748.3,1590.8,1525.4,1621.4,1709.1
Shares_Diluted,35.3,35.0,34.9,34.6,34.3,34.6,39.1,39.1
Total_Assets,1539.7,2079.0,1517.2,1524.7,1504.1,1456.0,1454.1,2194.0
Total_Liabilities,565.3,1176.4,611.3,588.4,589.9,590.2,609.0,1194.5
