AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,12.8,10.8,4.4,4.3,3.7,4.1,1.2
Cash_from_Operations,97.7,78.9,58.1,51.0,40.7,24.8,15.1
Diluted_EPS,5.442,5.704,5.519,4.122,3.329,2.373,2.571
Goodwill_Intangibles,353.1,185.6,166.0,124.3,128.4,87.9,
LT_Debt,191.9,24.9,42.6,42.1,41.5,36.6,24.4
Net_Income,60.7,60.1,54.6,41.0,33.2,17.8,11.2
Revenue,171.6,149.2,138.6,125.5,109.3,75.5,48.6
Shares_Diluted,11.1449,10.5413,9.9003,9.9564,9.9582,7.514,4.3622
Total_Assets,7695.0,4551.8,3577.3,3096.5,2932.4,2300.9,1214.4
Total_Liabilities,6803.1,4012.6,3061.0,2709.9,2568.3,2024.9,1104.9
