AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.7,0.2,0.1,0.2,0.7,0.7,0.3,0.4
Cash_from_Operations,-2.6,-0.8,-2.1,-2.8,-0.5,-3.5,-3.2,1.1
Diluted_EPS,-0.183,-0.272,-0.153,2.608,-0.168,-0.22,-0.467,0.025
Goodwill_Intangibles,2.1,,,,,,0.0,3.6
LT_Debt,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-2.1,-3.1,-1.7,40.6,-2.9,-3.6,-7.8,0.4
Revenue,14.5,9.9,13.1,9.9,4.2,2.5,22.1,25.0
Shares_Diluted,11.595,11.564,11.396,15.565,17.081,16.398,16.773,16.276
Total_Assets,31.4,12.3,20.7,33.7,12.8,14.8,16.1,17.4
Total_Liabilities,20.8,1.0,4.2,1.8,6.8,6.0,5.3,4.8
