AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,2.6,1.0,0.7,0.5,0.4,1.1,0.3
Cash_from_Operations,7.6,6.8,0.3,-0.9,-1.9,-2.7,0.9
Diluted_EPS,-0.6,-0.594,-0.69,-0.951,-0.503,-0.636,-0.018
Goodwill_Intangibles,18.6,19.2,14.8,18.0,14.4,16.9,1.9
LT_Debt,0.1,0.2,0.1,4.2,4.9,0.0,1.6
Net_Income,-7.3,-7.0,-7.6,-9.5,-4.9,-4.5,-0.2
Revenue,64.4,50.5,31.8,24.5,23.1,18.3,10.5
Shares_Diluted,12.0879,11.7212,11.0104,10.037,9.7328,7.0846,9.8444
Total_Assets,56.4,47.6,25.5,28.3,26.7,23.1,5.8
Total_Liabilities,13.6,8.8,5.3,21.3,11.8,8.8,5.7
