AAII_YR_DATA,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014
Capital_Expenditures,4.2,4.6,4.8,21.6,20.2,28.9,23.9,7.2
Cash_from_Operations,-77.6,-80.6,-75.7,-68.4,-56.2,-47.0,-26.6,-4.4
Diluted_EPS,-1.184,-1.435,-1.921,-2.016,-3.022,-1.732,-3.998,-0.7070000000000001
Goodwill_Intangibles,0.6,0.6,0.8,0.9,0.8,0.9,1.9,1.0
LT_Debt,159.9,174.6,142.1,104.8,98.2,45.9,25.3,15.3
Net_Income,-108.5,-102.8,-105.4,-82.3,-85.1,-33.9,-59.1,-10.2
Revenue,43.4,32.7,29.1,24.7,22.2,18.5,18.4,19.8
Shares_Diluted,91.638,71.61,54.8744,40.8393,28.1455,19.5582,14.7734,14.3765
Total_Assets,219.3,226.5,177.8,123.8,110.0,119.8,80.2,29.8
Total_Liabilities,248.3,232.0,176.1,138.5,134.1,73.0,81.8,30.6
