AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.5,8.4,8.8,27.6,0.5,1.7,33.7,56.1
Cash_from_Operations,45.8,38.4,45.1,47.8,53.7,36.2,-3.1,12.7
Diluted_EPS,-0.739,0.246,0.811,0.871,1.134,0.847,-0.568,0.31
Goodwill_Intangibles,61.5,107.7,120.3,232.2,145.5,158.6,0.0,
LT_Debt,195.5,217.7,205.6,200.6,220.9,239.4,78.5,30.0
Net_Income,-19.8,6.5,21.1,21.3,25.6,17.7,-7.7,6.4
Revenue,120.0,113.7,119.2,108.8,113.2,81.8,36.1,26.3
Shares_Diluted,26.8,26.457,26.062,24.489,22.535,20.891,13.506,20.6771
Total_Assets,237.5,289.6,287.3,301.0,306.0,328.4,148.3,107.3
Total_Liabilities,231.3,248.5,217.8,216.1,259.1,278.6,110.1,104.7
