AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.0,0.2,0.0,0.0,0.1,0.0
Cash_from_Operations,-5.4,-23.9,-5.8,-18.9,-15.7,-17.9
Diluted_EPS,-1.519,-8.6,-4.596,-12.381,-11.587,-9.652
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-4.3,-23.3,-10.4,-22.3,-20.9,-17.4
Revenue,15.0,0.0,20.2,0.0,0.0,0.0
Shares_Diluted,2.8418,2.706,2.2622,1.8048,1.8048,1.8048
Total_Assets,44.9,39.9,64.1,21.0,2.4,6.1
Total_Liabilities,1.9,3.4,5.5,3.6,14.9,2.2
