AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,0.0,0.2,0.2,0.0,0.1,0.1
Cash_from_Operations,-90.6,-63.9,-55.7,-28.6,-13.9,-12.1
Diluted_EPS,-2.491,-1.91,-2.246,-1.019,-0.67,-0.432
Goodwill_Intangibles,26.6,21.6,21.6,16.6,16.9,4.5
LT_Debt,26.5,0.0,0.0,0.0,0.0,0.0
Net_Income,-108.8,-76.7,-66.9,-30.2,-19.9,-12.8
Revenue,,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,43.6747,40.1725,29.799,29.6313,29.6313,29.6313
Total_Assets,103.9,167.4,135.2,45.5,71.6,9.3
Total_Liabilities,55.0,20.5,12.6,9.5,6.9,3.3
