AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,52.8,75.7,56.6,51.4,84.0
Cash_from_Operations,160.6,134.8,166.7,98.5,229.6
Diluted_EPS,-2.173,-0.574,-0.8,-1.065,0.889
Goodwill_Intangibles,2275.1,2507.2,2606.4,,
LT_Debt,2133.4,2179.0,2219.7,0.0,0.0
Net_Income,-423.1,-111.8,-155.8,-207.4,173.0
Revenue,1234.3,1187.8,1212.8,1184.9,1124.2
Shares_Diluted,194.6642,194.6642,194.6642,194.6642,194.6642
Total_Assets,3634.5,3765.8,3835.9,4037.8,1166.5
Total_Liabilities,3150.8,3093.3,3131.2,2725.8,517.6
