AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,59.4,50.1,-32.5,54.6,47.8,54.9,115.6
Diluted_EPS,3.137,3.915,-2.308,2.826,3.324,-1.33,-0.005
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,70.0,70.0,45.0,70.0,70.0,70.0,70.0
Net_Income,319.9,384.5,-219.3,239.0,271.9,-105.1,-0.4
Revenue,22.7,21.9,25.7,19.9,18.0,17.3,16.9
Shares_Diluted,101.9727,98.2178,95.01,84.5877,81.7919,79.0518,75.8685
Total_Assets,1965.1,1700.1,1364.8,1555.0,1368.8,1143.5,1305.9
Total_Liabilities,76.5,72.0,60.7,74.6,72.8,71.4,74.0
