AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,,0.0,0.0,0.0,0.0,0.0,0.4
Cash_from_Operations,-2.4,-3.3,-3.8,-3.7,-2.3,-5.1,-3.2
Diluted_EPS,-5.804,-5.418,-8.289,-10.839,-19.642,-18.756,-23.116
Goodwill_Intangibles,0.9,1.2,3.3,1.9,1.8,2.0,2.1
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-4.3,-3.2,-4.1,-4.3,-5.3,-4.5,-4.3
Revenue,1.0,0.4,0.5,0.3,0.2,3.3,3.3
Shares_Diluted,0.7336,0.5949,0.4896,0.4005,0.27,0.2377,0.1844
Total_Assets,3.0,4.5,4.8,6.0,5.3,7.4,3.8
Total_Liabilities,1.9,1.6,0.4,0.6,1.8,0.7,0.5
