AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,45.2,39.8,57.9,63.3,51.8,24.2
Cash_from_Operations,310.0,155.9,163.9,76.1,133.0,207.9
Diluted_EPS,-5.014,0.672,1.194,1.407,-0.165,0.668
Goodwill_Intangibles,1159.6,1149.8,1188.7,1248.6,1289.4,1340.4
LT_Debt,910.0,559.8,663.2,5.8,1.9,3.3
Net_Income,-743.9,52.2,92.7,109.6,-12.8,51.7
Revenue,1900.0,1131.3,1218.2,1010.5,751.3,1076.7
Shares_Diluted,148.37,77.624,77.692,77.89,77.34,77.4
Total_Assets,3475.8,1922.8,1973.1,1906.6,1850.9,1983.4
Total_Liabilities,1849.8,889.9,999.6,271.0,304.6,343.5
