AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,75.7,80.5,62.7,100.3,62.7,51.0,38.6
Cash_from_Operations,705.4,847.5,636.5,596.6,670.1,873.0,819.3
Diluted_EPS,6.881,6.065,1.019,2.06,8.646,-3.084,5.779
Goodwill_Intangibles,850.8,867.7,831.0,869.2,895.9,652.0,854.0
LT_Debt,560.1,487.6,649.8,811.5,915.4,909.6,995.5
Net_Income,667.4,614.4,104.0,213.0,891.6,-317.2,595.6
Revenue,2260.8,2021.8,1725.9,1634.6,1603.0,1633.5,1647.9
Shares_Diluted,96.9978,101.3086,102.0453,103.3773,103.1243,102.8488,103.0615
Total_Assets,52115.3,47604.6,44277.3,38661.6,35761.7,33096.7,35749.3
Total_Liabilities,46098.5,42169.5,39173.4,33463.7,30656.4,28829.3,31123.2
